SGD ID	Type	Qualifier	Feature Name	Standard Gene Name	Alias	Parent Feature Name	Secondary SGDID	Chromosome	Start_coordinate	Stop_coordinate	Strand	Genetic Position	Coordinate Version	Sequence Version	Description
S000000063	ORF	Verified	YAR002W	NUP60	FG-nucleoporin NUP60	chromosome 1		1	152257	153876	W		2/3/2011	7/31/1996	FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153
S000002129	ORF	Verified	YAR002C-A	ERP1		chromosome 1	L000004678	1	154724	154065	C		2/3/2011	7/17/1999	"Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog, ERP6, that arose from the whole genome duplication"
S000000064	ORF	Verified	YAR003W	SWD1	COMPASS subunit protein SWD1|SAF49|CPS50|FUN16	chromosome 1		1	155005	156285	W		2/3/2011	7/31/1996	Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7
S000000065	ORF	Verified	YAR007C	RFA1	replication factor A subunit protein RFA1|RPA70|RPA1|FUN3|BUF2	chromosome 1	L000000204|L000001620	1	158619	156754	C	-3	2/3/2011	7/31/1996	"Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia"
S000000066	ORF	Verified	YAR008W	SEN34	tRNA splicing endonuclease subunit SEN34|FUN4	chromosome 1	L000003973	1	158966	159793	W		2/3/2011	7/31/1996	"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease"
S000000069	ORF	Verified	YAR014C	BUD14	protein phosphatase regulator BUD14	chromosome 1		1	168871	166742	C		2/3/2011	2004-01-27|1996-07-31|2011-02-03	"Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress"
S000000070	ORF	Verified	YAR015W	ADE1	phosphoribosylaminoimidazolesuccinocarboxamide synthase	chromosome 1	L000000031	1	169375	170295	W	4	2/3/2011	7/31/1996	N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase; required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress
S000000071	ORF	Verified	YAR018C	KIN3	serine/threonine protein kinase KIN3|NPK1|FUN52	chromosome 1	L000000903	1	171703	170396	C		2/3/2011	7/31/1996	Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol
S000028735	ORF	Dubious	YAR019W-A			chromosome 1		1	174998	175330	W		2/3/2011	2003-07-29|2011-02-03	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF CDC15/YAR019C"
S000000072	ORF	Verified	YAR019C	CDC15	serine/threonine protein kinase CDC15|LYT1	chromosome 1	L000000255	1	175135	172211	C	6	2/3/2011	1996-07-31|2011-02-03	Protein kinase of the Mitotic Exit Network; localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II; relocalizes to the cytoplasm upon DNA replication stress
S000000073	ORF	Verified	YAR020C	PAU7	seripauperin PAU7	chromosome 1		1	177023	176856	C		2/3/2011	7/31/1996	"Member of the seripauperin multigene family; active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme"
S000000074	ORF	Uncharacterized	YAR023C		DUP240 family protein	chromosome 1		1	179820	179281	C		2/3/2011	1996-07-31|2011-02-03	Putative integral membrane protein; member of DUP240 gene family
S000000075	ORF	Verified	YAR027W	UIP3	DUP240 family protein UIP3	chromosome 1		1	183770	184477	W		2/3/2011	7/31/1996	Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family
S000000076	ORF	Uncharacterized	YAR028W		DUP240 family protein	chromosome 1		1	184892	185596	W		2/3/2011	7/31/1996	Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS
S000000077	ORF	Uncharacterized	YAR029W		DUP240 family protein	chromosome 1		1	186321	186545	W		2/3/2011	7/31/1996	Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
S000000078	ORF	Verified	YAR031W	PRM9	pheromone-regulated DUP240 family protein PRM9	chromosome 1		1	186836	187732	W		2/3/2011	7/31/1996	"Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog, PRM8, that arose from a segmental duplication"
S000001821	ORF	Dubious	YAR030C			chromosome 1		1	186853	186512	C		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9"
S000000079	ORF	Verified	YAR033W	MST28	DUP240 family protein MST28	chromosome 1		1	188107	188811	W		2/3/2011	7/31/1996	"Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles; MST28 has a paralog, MST27, that arose from a segmental duplication"
S000000080	ORF	Verified	YAR035W	YAT1	carnitine O-acetyltransferase YAT1	chromosome 1	L000002497	1	190193	192256	W		2/3/2011	7/31/1996	Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated
S000028595	ORF	Uncharacterized	YAR035C-A			chromosome 1		1	192417	192337	C		2/3/2011	7/29/2003	"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; predicted to have a role in cell budding based on computational ""guilt by association"" analysis"
S000000081	ORF	Verified	YAR042W	SWH1	oxysterol-binding protein related protein SWH1|OSH1|YAR044W	chromosome 1	L000002249	1	192619	196185	W		2/3/2011	2003-09-27|2006-01-19|1996-07-31	"Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog, OSH2, that arose from the whole genome duplication"
S000000083	ORF	Dubious	YAR047C			chromosome 1		1	201787	201467	C		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000000084	ORF	Verified	YAR050W	FLO1	flocculin FLO1|FLO4|FLO2	chromosome 1	L000000617|L000000616	1	203403	208016	W	44	2/3/2011	1998-09-02|1996-07-31	"Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO1 has a paralog, FLO5, that arose from a segmental duplication"
S000000085	ORF	Dubious	YAR053W			chromosome 1		1	208367	208663	W		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000000086	ORF	Dubious	YAR060C			chromosome 1		1	217492	217157	C		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YAR060C has a paralog, YHR212C, that arose from a segmental duplication"
S000000089	ORF	Uncharacterized	YAR064W			chromosome 1		1	220198	220497	W		2/3/2011	7/31/1996	"Pseudogenic fragment with similarity to flocculins; YAR064W has a paralog, YHR213W-B, that arose from a segmental duplication"
S000002144	ORF	Uncharacterized	YAR066W			chromosome 1		1	221049	221660	W		2/3/2011	7/31/1996	"Putative GPI protein; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; YAR066W has a paralog, YHR214W, that arose from a segmental duplication"
S000000091	ORF	Uncharacterized	YAR068W			chromosome 1		1	222406	222891	W		2/3/2011	7/31/1996	"Fungal-specific protein of unknown function; induced in respiratory-deficient cells; YAR068W has a paralog, YHR214W-A, that arose from a segmental duplication"
S000000092	ORF	Dubious	YAR069C			chromosome 1		1	224304	224011	C		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR069C has a paralog, YHR214C-D, that arose from a segmental duplication"
S000000093	ORF	Dubious	YAR070C			chromosome 1		1	224862	224563	C		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR070C has a paralog, YHR214C-B, that arose from a segmental duplication"
S000000094	ORF	Verified	YAR071W	PHO11	acid phosphatase PHO11	chromosome 1	L000001423	1	225460	226863	W	48	2/3/2011	7/31/1996	"One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2; PHO11 has a paralog, PHO12, that arose from a segmental duplication"
S000000095	ORF	Dubious	YAR073W	IMD1		chromosome 1		1	227742	228953	W		2/3/2011	7/31/1996	"Nonfunctional protein with homology to IMP dehydrogenase; blocked reading frame, located close to the telomere; not expressed at detectable levels; YAR073W and YAR075W comprise a continuous reading frame in most strains of S. cerevisiae; YAR073W/YAR075W together have a paralog, IMD2, that arose from a segmental duplication"
S000002145	ORF	Dubious	YAR075W			chromosome 1		1	228844	229317	W		2/3/2011	7/31/1996	"Non-functional protein with homology IMP dehydrogenase; YAR073W/IMD1 and YAR075W comprise a continuous reading frame in most strains of S. cerevisiae; YAR073W/YAR075W together have a paralog, IMD2, that arose from a segmental duplication"
S000028665	ORF	Dubious	YJL225W-A			chromosome 10		10	829	1311	W		7/29/2003	7/29/2003	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the uncharacterized gene YJL225C"
S000003760	ORF	Uncharacterized	YJL225C		Y' element ATP-dependent helicase	chromosome 10		10	6130	466	C		7/31/1996	7/31/1996	Putative Y' element ATP-dependent helicase
S000003759	ORF	Verified	YJL223C	PAU1	seripauperin PAU1	chromosome 10	L000001343	10	9138	8776	C		7/31/1996	7/31/1996	"Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; active during alcoholic fermentation; regulated by anaerobiosis, negatively regulated by oxygen; repressed by heme; identical to Pau14p"
S000028664	ORF	Dubious	YJL222W-B			chromosome 10		10	9346	9483	W		7/29/2003	7/29/2003	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000028663	ORF	Dubious	YJL222W-A			chromosome 10		10	9452	9679	W		7/29/2003	7/29/2003	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000003758	ORF	Verified	YJL222W	VTH2	signal sequence-binding protein	chromosome 10		10	11475	16124	W		7/31/1996	7/31/1996	Putative membrane glycoprotein; has strong similarity to Vth1p and Pep1p/Vps10p; may be involved in vacuolar protein sorting
S000003756	ORF	Dubious	YJL220W			chromosome 10		10	18243	18695	W		7/31/1996	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL221C/FSP2"
S000003757	ORF	Verified	YJL221C	IMA4	"oligo-1,6-glucosidase IMA4|FSP2"	chromosome 10	L000002901	10	18536	16767	C		7/31/1996	7/31/1996	"Alpha-glucosidase; weak, but broad substrate specificity for alpha-1,4- and alpha-1,6-glucosides; member of IMA isomaltase family; not required for isomaltose utilization, but Ima4p overexpression allows the ima1 null mutant to grow on isomaltose; identical to IMA3"
S000003755	ORF	Verified	YJL219W	HXT9	hexose transporter HXT9	chromosome 10	L000000843	10	19497	21200	W		7/31/1996	7/31/1996	"Putative hexose transporter that is nearly identical to Hxt11p; has similarity to major facilitator superfamily (MFS) transporters, expression of HXT9 is regulated by transcription factors Pdr1p and Pdr3p"
S000003754	ORF	Uncharacterized	YJL218W		acetyltransferase	chromosome 10		10	21973	22563	W		7/31/1996	7/31/1996	Putative acetyltransferase; similar to bacterial galactoside O-acetyltransferases; induced by oleate in an OAF1/PIP2-dependent manner; promoter contains an oleate response element consensus sequence; non-essential gene
S000003753	ORF	Verified	YJL217W	REE1		chromosome 10		10	23133	23729	W		7/31/1996	7/31/1996	"Cytoplasmic protein involved in the regulation of enolase (ENO1); mRNA expression is induced by calcium shortage, copper deficiency (via Mac1p) and the presence of galactose (via Gal4p); mRNA expression is also regulated by the cell cycle"
